,location,timestamp,event,count
9962,MP 02: Naamsestraat 57 Xior,2022-03-05 08:20,Transport road - Passenger car,1
9963,MP 02: Naamsestraat 57 Xior,2022-03-05 08:45,Unsupported,1
9964,MP 02: Naamsestraat 57 Xior,2022-03-05 08:55,Transport road - Passenger car,1
9965,MP 02: Naamsestraat 57 Xior,2022-03-05 10:35,Transport road - Passenger car,1
9966,MP 02: Naamsestraat 57 Xior,2022-03-05 11:21,Transport road - Passenger car,1
9967,MP 02: Naamsestraat 57 Xior,2022-03-05 16:20,Transport road - Passenger car,1
9968,MP 02: Naamsestraat 57 Xior,2022-03-06 08:11,Transport road - Passenger car,1
9969,MP 02: Naamsestraat 57 Xior,2022-03-06 08:38,Transport road - Passenger car,1
9970,MP 02: Naamsestraat 57 Xior,2022-03-06 08:53,Unsupported,1
9971,MP 02: Naamsestraat 57 Xior,2022-03-06 10:31,Transport road - Passenger car,1
9972,MP 02: Naamsestraat 57 Xior,2022-03-06 11:41,Transport road - Passenger car,1
9973,MP 02: Naamsestraat 57 Xior,2022-03-06 11:58,Transport road - Passenger car,1
9974,MP 02: Naamsestraat 57 Xior,2022-03-06 18:06,Unsupported,1
9975,MP 02: Naamsestraat 57 Xior,2022-03-07 07:59,Unsupported,1
9976,MP 02: Naamsestraat 57 Xior,2022-03-07 19:25,Transport road - Passenger car,1
9977,MP 02: Naamsestraat 57 Xior,2022-03-07 22:35,Unsupported,1
9978,MP 02: Naamsestraat 57 Xior,2022-03-07 23:26,Transport road - Passenger car,1
9979,MP 02: Naamsestraat 57 Xior,2022-03-08 05:51,Transport road - Passenger car,1
9980,MP 02: Naamsestraat 57 Xior,2022-03-08 05:56,Unsupported,1
9981,MP 02: Naamsestraat 57 Xior,2022-03-08 06:45,Transport road - Passenger car,1
9982,MP 02: Naamsestraat 57 Xior,2022-03-08 09:01,Transport road - Passenger car,1
9983,MP 02: Naamsestraat 57 Xior,2022-03-08 09:39,Unsupported,1
9984,MP 02: Naamsestraat 57 Xior,2022-03-08 09:53,Unsupported,1
9985,MP 02: Naamsestraat 57 Xior,2022-03-08 11:21,Transport road - Passenger car,1
9986,MP 02: Naamsestraat 57 Xior,2022-03-08 12:09,Transport road - Passenger car,1
9987,MP 02: Naamsestraat 57 Xior,2022-03-08 13:01,Transport road - Siren,1
9988,MP 02: Naamsestraat 57 Xior,2022-03-08 13:17,Transport road - Passenger car,1
9989,MP 02: Naamsestraat 57 Xior,2022-03-08 14:16,Transport road - Passenger car,1
9990,MP 02: Naamsestraat 57 Xior,2022-03-08 14:58,Unsupported,1
9991,MP 02: Naamsestraat 57 Xior,2022-03-08 15:51,Transport road - Passenger car,1
9992,MP 02: Naamsestraat 57 Xior,2022-03-08 16:08,Transport road - Passenger car,1
9993,MP 02: Naamsestraat 57 Xior,2022-03-08 17:27,Transport road - Passenger car,1
9994,MP 02: Naamsestraat 57 Xior,2022-03-08 18:53,Transport road - Passenger car,1
9995,MP 02: Naamsestraat 57 Xior,2022-03-08 19:04,Transport road - Passenger car,1
9996,MP 02: Naamsestraat 57 Xior,2022-03-08 21:16,Transport road - Passenger car,1
9997,MP 02: Naamsestraat 57 Xior,2022-03-08 21:35,Transport road - Passenger car,1
9998,MP 02: Naamsestraat 57 Xior,2022-03-08 22:03,Unsupported,1
9999,MP 02: Naamsestraat 57 Xior,2022-03-09 00:07,Transport road - Passenger car,1
10000,MP 02: Naamsestraat 57 Xior,2022-03-09 00:28,Unsupported,1
10001,MP 02: Naamsestraat 57 Xior,2022-03-09 00:39,Unsupported,1
10002,MP 02: Naamsestraat 57 Xior,2022-03-09 02:23,Transport road - Passenger car,1
10003,MP 02: Naamsestraat 57 Xior,2022-03-09 10:04,Transport road - Passenger car,1
10004,MP 02: Naamsestraat 57 Xior,2022-03-09 11:53,Unsupported,1
10005,MP 02: Naamsestraat 57 Xior,2022-03-09 18:13,Unsupported,1
10006,MP 02: Naamsestraat 57 Xior,2022-03-09 19:43,Transport road - Passenger car,1
10007,MP 02: Naamsestraat 57 Xior,2022-03-09 22:58,Transport road - Passenger car,1
10008,MP 02: Naamsestraat 57 Xior,2022-03-09 23:15,Transport road - Passenger car,1
10009,MP 02: Naamsestraat 57 Xior,2022-03-09 23:29,Unsupported,1
10010,MP 02: Naamsestraat 57 Xior,2022-03-09 23:30,Unsupported,1
10011,MP 02: Naamsestraat 57 Xior,2022-03-09 23:34,Transport road - Passenger car,1
10012,MP 02: Naamsestraat 57 Xior,2022-03-10 00:04,Transport road - Passenger car,1
10013,MP 02: Naamsestraat 57 Xior,2022-03-10 08:17,Transport road - Passenger car,1
10014,MP 02: Naamsestraat 57 Xior,2022-03-10 14:09,Transport road - Passenger car,1
10015,MP 02: Naamsestraat 57 Xior,2022-03-10 14:25,Transport road - Passenger car,1
10016,MP 02: Naamsestraat 57 Xior,2022-03-10 14:26,Transport road - Passenger car,1
10017,MP 02: Naamsestraat 57 Xior,2022-03-10 21:12,Transport road - Passenger car,1
10018,MP 02: Naamsestraat 57 Xior,2022-03-11 00:24,Unsupported,1
10019,MP 02: Naamsestraat 57 Xior,2022-03-11 00:27,Human voice - Shouting,1
10020,MP 02: Naamsestraat 57 Xior,2022-03-11 01:25,Human voice - Shouting,1
10021,MP 02: Naamsestraat 57 Xior,2022-03-11 01:42,Human voice - Shouting,1
10022,MP 02: Naamsestraat 57 Xior,2022-03-11 02:24,Unsupported,1
10023,MP 02: Naamsestraat 57 Xior,2022-03-11 02:27,Unsupported,1
10024,MP 02: Naamsestraat 57 Xior,2022-03-11 02:28,Human voice - Shouting,1
10025,MP 02: Naamsestraat 57 Xior,2022-03-11 02:28,Unsupported,1
10026,MP 02: Naamsestraat 57 Xior,2022-03-11 02:29,Unsupported,1
10027,MP 02: Naamsestraat 57 Xior,2022-03-11 02:33,Unsupported,1
10028,MP 02: Naamsestraat 57 Xior,2022-03-11 02:35,Human voice - Shouting,1
10029,MP 02: Naamsestraat 57 Xior,2022-03-11 04:15,Human voice - Shouting,1
10030,MP 02: Naamsestraat 57 Xior,2022-03-11 04:46,Unsupported,1
10031,MP 02: Naamsestraat 57 Xior,2022-03-11 06:51,Unsupported,1
10032,MP 02: Naamsestraat 57 Xior,2022-03-11 07:30,Transport road - Passenger car,1
10033,MP 02: Naamsestraat 57 Xior,2022-03-11 07:32,Unsupported,1
10034,MP 02: Naamsestraat 57 Xior,2022-03-11 08:32,Unsupported,1
10035,MP 02: Naamsestraat 57 Xior,2022-03-11 09:31,Unsupported,1
10036,MP 02: Naamsestraat 57 Xior,2022-03-11 09:41,Human voice - Shouting,1
10037,MP 02: Naamsestraat 57 Xior,2022-03-11 09:42,Human voice - Shouting,2
10038,MP 02: Naamsestraat 57 Xior,2022-03-11 09:44,Unsupported,1
10039,MP 02: Naamsestraat 57 Xior,2022-03-11 09:47,Unsupported,1
10040,MP 02: Naamsestraat 57 Xior,2022-03-11 09:49,Human voice - Shouting,1
10041,MP 02: Naamsestraat 57 Xior,2022-03-11 09:51,Transport road - Passenger car,1
10042,MP 02: Naamsestraat 57 Xior,2022-03-11 10:18,Transport road - Passenger car,1
10043,MP 02: Naamsestraat 57 Xior,2022-03-11 10:26,Transport road - Passenger car,1
10044,MP 02: Naamsestraat 57 Xior,2022-03-11 10:32,Human voice - Shouting,1
10045,MP 02: Naamsestraat 57 Xior,2022-03-11 10:35,Transport road - Passenger car,1
10046,MP 02: Naamsestraat 57 Xior,2022-03-11 11:43,Transport road - Passenger car,1
10047,MP 02: Naamsestraat 57 Xior,2022-03-11 13:51,Unsupported,1
10048,MP 02: Naamsestraat 57 Xior,2022-03-11 14:23,Transport road - Passenger car,1
10049,MP 02: Naamsestraat 57 Xior,2022-03-11 15:36,Unsupported,1
10050,MP 02: Naamsestraat 57 Xior,2022-03-11 15:44,Transport road - Passenger car,1
10051,MP 02: Naamsestraat 57 Xior,2022-03-11 16:07,Transport road - Passenger car,1
10052,MP 02: Naamsestraat 57 Xior,2022-03-11 22:23,Unsupported,1
10053,MP 02: Naamsestraat 57 Xior,2022-03-11 23:24,Human voice - Shouting,1
10054,MP 02: Naamsestraat 57 Xior,2022-03-11 23:38,Unsupported,3
10055,MP 02: Naamsestraat 57 Xior,2022-03-11 23:42,Human voice - Shouting,1
10056,MP 02: Naamsestraat 57 Xior,2022-03-11 23:47,Unsupported,2
10057,MP 02: Naamsestraat 57 Xior,2022-03-12 01:51,Human voice - Shouting,1
10058,MP 02: Naamsestraat 57 Xior,2022-03-12 03:07,Unsupported,1
10059,MP 02: Naamsestraat 57 Xior,2022-03-12 06:15,Transport road - Passenger car,1
10060,MP 02: Naamsestraat 57 Xior,2022-03-12 06:45,Transport road - Passenger car,1
10061,MP 02: Naamsestraat 57 Xior,2022-03-12 06:50,Transport road - Siren,1
10062,MP 02: Naamsestraat 57 Xior,2022-03-12 08:09,Unsupported,1
10063,MP 02: Naamsestraat 57 Xior,2022-03-12 09:57,Unsupported,1
10064,MP 02: Naamsestraat 57 Xior,2022-03-12 10:46,Transport road - Passenger car,1
10065,MP 02: Naamsestraat 57 Xior,2022-03-12 21:45,Transport road - Passenger car,1
10066,MP 02: Naamsestraat 57 Xior,2022-03-12 22:05,Unsupported,1
10067,MP 02: Naamsestraat 57 Xior,2022-03-12 23:09,Transport road - Passenger car,1
10068,MP 02: Naamsestraat 57 Xior,2022-04-04 08:10,Human voice - Shouting,1
10069,MP 02: Naamsestraat 57 Xior,2022-04-04 08:29,Transport road - Passenger car,1
10070,MP 02: Naamsestraat 57 Xior,2022-04-04 08:46,Unsupported,1
10071,MP 02: Naamsestraat 57 Xior,2022-04-04 08:49,Human voice - Shouting,1
10072,MP 02: Naamsestraat 57 Xior,2022-04-04 11:07,Unsupported,1
10073,MP 02: Naamsestraat 57 Xior,2022-04-04 13:41,Unsupported,1
10074,MP 02: Naamsestraat 57 Xior,2022-04-04 13:48,Human voice - Shouting,1
10075,MP 02: Naamsestraat 57 Xior,2022-04-04 15:05,Human voice - Shouting,1
10076,MP 02: Naamsestraat 57 Xior,2022-04-04 16:05,Unsupported,1
10077,MP 02: Naamsestraat 57 Xior,2022-04-04 16:17,Transport road - Passenger car,1
10078,MP 02: Naamsestraat 57 Xior,2022-04-04 16:19,Unsupported,1
10079,MP 02: Naamsestraat 57 Xior,2022-04-04 16:20,Transport road - Passenger car,1
10080,MP 02: Naamsestraat 57 Xior,2022-04-04 16:20,Unsupported,1
10081,MP 02: Naamsestraat 57 Xior,2022-04-04 16:28,Transport road - Passenger car,1
10082,MP 02: Naamsestraat 57 Xior,2022-04-04 16:48,Transport road - Passenger car,1
10083,MP 02: Naamsestraat 57 Xior,2022-04-04 17:27,Unsupported,2
10084,MP 02: Naamsestraat 57 Xior,2022-04-04 17:28,Transport road - Passenger car,1
10085,MP 02: Naamsestraat 57 Xior,2022-04-04 17:28,Unsupported,2
10086,MP 02: Naamsestraat 57 Xior,2022-04-04 17:35,Transport road - Passenger car,1
10087,MP 02: Naamsestraat 57 Xior,2022-04-04 17:35,Unsupported,1
10088,MP 02: Naamsestraat 57 Xior,2022-04-04 17:36,Transport road - Passenger car,1
10089,MP 02: Naamsestraat 57 Xior,2022-04-04 17:36,Unsupported,1
10090,MP 02: Naamsestraat 57 Xior,2022-04-04 17:37,Transport road - Passenger car,1
10091,MP 02: Naamsestraat 57 Xior,2022-04-04 17:40,Unsupported,1
10092,MP 02: Naamsestraat 57 Xior,2022-04-04 17:41,Unsupported,2
10093,MP 02: Naamsestraat 57 Xior,2022-04-04 17:43,Transport road - Passenger car,1
10094,MP 02: Naamsestraat 57 Xior,2022-04-04 17:44,Transport road - Passenger car,1
10095,MP 02: Naamsestraat 57 Xior,2022-04-04 22:05,Unsupported,1
10096,MP 02: Naamsestraat 57 Xior,2022-04-05 00:43,Unsupported,2
10097,MP 02: Naamsestraat 57 Xior,2022-04-05 01:44,Unsupported,1
10098,MP 02: Naamsestraat 57 Xior,2022-04-05 06:32,Unsupported,2
10099,MP 02: Naamsestraat 57 Xior,2022-04-05 06:38,Unsupported,1
10100,MP 02: Naamsestraat 57 Xior,2022-04-05 06:40,Transport road - Passenger car,1
10101,MP 02: Naamsestraat 57 Xior,2022-04-05 09:00,Unsupported,1
10102,MP 02: Naamsestraat 57 Xior,2022-04-05 09:12,Transport road - Passenger car,1
10103,MP 02: Naamsestraat 57 Xior,2022-04-05 11:06,Transport road - Passenger car,1
10104,MP 02: Naamsestraat 57 Xior,2022-04-05 14:37,Unsupported,1
10105,MP 02: Naamsestraat 57 Xior,2022-04-05 17:43,Transport road - Siren,1
10106,MP 02: Naamsestraat 57 Xior,2022-04-05 21:13,Human voice - Shouting,1
10107,MP 02: Naamsestraat 57 Xior,2022-04-06 02:28,Unsupported,1
10108,MP 02: Naamsestraat 57 Xior,2022-04-06 03:19,Unsupported,1
10109,MP 02: Naamsestraat 57 Xior,2022-04-06 03:40,Unsupported,1
10110,MP 02: Naamsestraat 57 Xior,2022-04-06 03:51,Human voice - Shouting,3
10111,MP 02: Naamsestraat 57 Xior,2022-04-06 04:38,Unsupported,1
10112,MP 02: Naamsestraat 57 Xior,2022-04-06 06:07,Unsupported,1
10113,MP 02: Naamsestraat 57 Xior,2022-04-06 06:26,Unsupported,1
10114,MP 02: Naamsestraat 57 Xior,2022-04-06 07:45,Human voice - Singing,1
10115,MP 02: Naamsestraat 57 Xior,2022-04-06 14:41,Transport road - Passenger car,1
10116,MP 02: Naamsestraat 57 Xior,2022-04-06 16:21,Transport road - Passenger car,1
10117,MP 02: Naamsestraat 57 Xior,2022-04-06 18:51,Transport road - Passenger car,1
10118,MP 02: Naamsestraat 57 Xior,2022-04-06 19:00,Transport road - Passenger car,1
10119,MP 02: Naamsestraat 57 Xior,2022-04-06 20:45,Transport road - Passenger car,1
10120,MP 02: Naamsestraat 57 Xior,2022-04-06 22:52,Transport road - Passenger car,1
10121,MP 02: Naamsestraat 57 Xior,2022-04-07 00:25,Transport road - Passenger car,1
10122,MP 02: Naamsestraat 57 Xior,2022-04-07 06:23,Unsupported,1
10123,MP 02: Naamsestraat 57 Xior,2022-04-07 07:04,Transport road - Passenger car,1
10124,MP 02: Naamsestraat 57 Xior,2022-04-07 07:45,Transport road - Passenger car,1
10125,MP 02: Naamsestraat 57 Xior,2022-04-07 10:02,Unsupported,1
10126,MP 02: Naamsestraat 57 Xior,2022-04-08 01:23,Unsupported,1
10127,MP 02: Naamsestraat 57 Xior,2022-04-08 08:32,Transport road - Passenger car,1
10128,MP 02: Naamsestraat 57 Xior,2022-04-08 10:18,Transport road - Siren,1
10129,MP 02: Naamsestraat 57 Xior,2022-04-08 10:19,Transport road - Siren,1
10130,MP 02: Naamsestraat 57 Xior,2022-04-08 10:44,Transport road - Passenger car,1
10131,MP 02: Naamsestraat 57 Xior,2022-04-08 11:36,Unsupported,1
10132,MP 02: Naamsestraat 57 Xior,2022-04-08 14:14,Transport road - Passenger car,1
10133,MP 02: Naamsestraat 57 Xior,2022-04-08 16:00,Transport road - Passenger car,1
10134,MP 02: Naamsestraat 57 Xior,2022-04-08 17:37,Transport road - Passenger car,1
10135,MP 02: Naamsestraat 57 Xior,2022-04-08 18:17,Transport road - Siren,1
10136,MP 02: Naamsestraat 57 Xior,2022-04-08 19:07,Transport road - Passenger car,1
10137,MP 02: Naamsestraat 57 Xior,2022-04-08 20:47,Human voice - Shouting,1
10138,MP 02: Naamsestraat 57 Xior,2022-04-08 22:41,Unsupported,1
10139,MP 02: Naamsestraat 57 Xior,2022-04-09 00:18,Transport road - Passenger car,1
10140,MP 02: Naamsestraat 57 Xior,2022-04-09 00:26,Unsupported,1
10141,MP 02: Naamsestraat 57 Xior,2022-04-09 02:27,Unsupported,1
10142,MP 02: Naamsestraat 57 Xior,2022-04-09 03:52,Transport road - Passenger car,1
10143,MP 02: Naamsestraat 57 Xior,2022-04-09 05:08,Human voice - Singing,1
10144,MP 02: Naamsestraat 57 Xior,2022-04-09 09:52,Unsupported,1
10145,MP 02: Naamsestraat 57 Xior,2022-04-09 15:48,Transport road - Passenger car,1
10146,MP 02: Naamsestraat 57 Xior,2022-04-09 15:53,Transport road - Passenger car,1
10147,MP 02: Naamsestraat 57 Xior,2022-04-09 16:18,Transport road - Passenger car,1
10148,MP 02: Naamsestraat 57 Xior,2022-04-09 17:20,Transport road - Passenger car,1
10149,MP 02: Naamsestraat 57 Xior,2022-04-09 18:57,Transport road - Passenger car,1
10150,MP 02: Naamsestraat 57 Xior,2022-04-09 20:07,Transport road - Passenger car,1
10151,MP 02: Naamsestraat 57 Xior,2022-04-09 20:15,Transport road - Passenger car,1
10152,MP 02: Naamsestraat 57 Xior,2022-04-10 00:02,Human voice - Shouting,1
10153,MP 02: Naamsestraat 57 Xior,2022-04-10 00:07,Unsupported,1
10154,MP 02: Naamsestraat 57 Xior,2022-04-10 00:08,Unsupported,2
10155,MP 02: Naamsestraat 57 Xior,2022-04-10 00:11,Human voice - Singing,1
10156,MP 02: Naamsestraat 57 Xior,2022-04-10 00:38,Human voice - Shouting,1
10157,MP 02: Naamsestraat 57 Xior,2022-04-10 01:12,Unsupported,1
10158,MP 02: Naamsestraat 57 Xior,2022-04-10 01:28,Human voice - Shouting,1
10159,MP 02: Naamsestraat 57 Xior,2022-04-10 02:58,Unsupported,1
10160,MP 02: Naamsestraat 57 Xior,2022-04-10 02:59,Human voice - Shouting,1
10161,MP 02: Naamsestraat 57 Xior,2022-04-10 06:47,Human voice - Singing,1
10162,MP 02: Naamsestraat 57 Xior,2022-04-10 07:21,Transport road - Passenger car,1
10163,MP 02: Naamsestraat 57 Xior,2022-04-10 08:33,Unsupported,1
10164,MP 02: Naamsestraat 57 Xior,2022-04-10 10:22,Transport road - Passenger car,1
10165,MP 02: Naamsestraat 57 Xior,2022-04-10 10:25,Unsupported,1
10166,MP 02: Naamsestraat 57 Xior,2022-04-10 10:26,Unsupported,1
10167,MP 02: Naamsestraat 57 Xior,2022-04-10 10:54,Unsupported,2
10168,MP 02: Naamsestraat 57 Xior,2022-04-10 11:12,Unsupported,1
10169,MP 02: Naamsestraat 57 Xior,2022-04-10 12:36,Transport road - Passenger car,1
10170,MP 02: Naamsestraat 57 Xior,2022-04-10 16:56,Unsupported,1
10171,MP 02: Naamsestraat 57 Xior,2022-04-10 17:24,Transport road - Siren,1
10172,MP 02: Naamsestraat 57 Xior,2022-04-10 18:17,Transport road - Siren,1
10173,MP 02: Naamsestraat 57 Xior,2022-04-10 18:19,Transport road - Siren,1
10174,MP 02: Naamsestraat 57 Xior,2022-04-10 20:03,Transport road - Passenger car,1
10175,MP 02: Naamsestraat 57 Xior,2022-04-10 21:07,Unsupported,1
10176,MP 02: Naamsestraat 57 Xior,2022-04-10 21:08,Transport road - Siren,1
10177,MP 02: Naamsestraat 57 Xior,2022-04-10 22:03,Transport road - Siren,1
10178,MP 02: Naamsestraat 57 Xior,2022-04-10 23:48,Human voice - Shouting,1
10179,MP 02: Naamsestraat 57 Xior,2022-04-10 23:51,Unsupported,1
10180,MP 02: Naamsestraat 57 Xior,2022-04-11 00:29,Unsupported,1
10181,MP 02: Naamsestraat 57 Xior,2022-04-11 00:30,Unsupported,1
10182,MP 02: Naamsestraat 57 Xior,2022-04-11 00:38,Transport road - Siren,1
10183,MP 02: Naamsestraat 57 Xior,2022-04-11 00:52,Unsupported,1
10184,MP 02: Naamsestraat 57 Xior,2022-04-11 01:32,Transport road - Siren,1
10185,MP 02: Naamsestraat 57 Xior,2022-04-11 02:19,Transport road - Passenger car,1
10186,MP 02: Naamsestraat 57 Xior,2022-04-11 03:23,Human voice - Shouting,1
10187,MP 02: Naamsestraat 57 Xior,2022-04-11 03:53,Transport road - Siren,1
10188,MP 02: Naamsestraat 57 Xior,2022-04-11 07:32,Unsupported,1
10189,MP 02: Naamsestraat 57 Xior,2022-04-11 07:57,Transport road - Passenger car,1
10190,MP 02: Naamsestraat 57 Xior,2022-04-11 08:18,Unsupported,1
10191,MP 02: Naamsestraat 57 Xior,2022-04-11 09:24,Transport road - Passenger car,1
10192,MP 02: Naamsestraat 57 Xior,2022-04-11 09:30,Transport road - Passenger car,1
10193,MP 02: Naamsestraat 57 Xior,2022-04-11 10:15,Unsupported,1
10194,MP 02: Naamsestraat 57 Xior,2022-04-11 11:03,Transport road - Passenger car,1
10195,MP 02: Naamsestraat 57 Xior,2022-04-11 12:28,Transport road - Passenger car,1
10196,MP 02: Naamsestraat 57 Xior,2022-04-11 14:18,Transport road - Passenger car,1
10197,MP 02: Naamsestraat 57 Xior,2022-04-11 14:24,Transport road - Siren,1
10198,MP 02: Naamsestraat 57 Xior,2022-04-11 15:23,Unsupported,1
10199,MP 02: Naamsestraat 57 Xior,2022-04-11 16:17,Unsupported,1
10200,MP 02: Naamsestraat 57 Xior,2022-04-11 19:12,Unsupported,1
10201,MP 02: Naamsestraat 57 Xior,2022-04-11 20:58,Transport road - Passenger car,1
10202,MP 02: Naamsestraat 57 Xior,2022-04-11 22:09,Transport road - Passenger car,1
10203,MP 02: Naamsestraat 57 Xior,2022-04-12 00:05,Unsupported,1
10204,MP 02: Naamsestraat 57 Xior,2022-04-12 01:57,Unsupported,1
10205,MP 02: Naamsestraat 57 Xior,2022-04-12 02:08,Transport road - Passenger car,1
10206,MP 02: Naamsestraat 57 Xior,2022-04-12 03:55,Unsupported,1
10207,MP 02: Naamsestraat 57 Xior,2022-04-12 13:20,Transport road - Passenger car,1
10208,MP 02: Naamsestraat 57 Xior,2022-04-12 18:49,Unsupported,1
10209,MP 02: Naamsestraat 57 Xior,2022-04-12 20:16,Unsupported,1
10210,MP 02: Naamsestraat 57 Xior,2022-04-12 22:14,Transport road - Passenger car,1
10211,MP 02: Naamsestraat 57 Xior,2022-05-04 06:42,Transport road - Passenger car,1
10212,MP 02: Naamsestraat 57 Xior,2022-05-04 07:14,Transport road - Passenger car,1
10213,MP 02: Naamsestraat 57 Xior,2022-05-04 07:16,Transport road - Passenger car,1
10214,MP 02: Naamsestraat 57 Xior,2022-05-04 08:17,Human voice - Shouting,1
10215,MP 02: Naamsestraat 57 Xior,2022-05-04 08:28,Unsupported,1
10216,MP 02: Naamsestraat 57 Xior,2022-05-04 08:36,Human voice - Shouting,1
10217,MP 02: Naamsestraat 57 Xior,2022-05-04 09:45,Transport road - Passenger car,1
10218,MP 02: Naamsestraat 57 Xior,2022-05-04 09:58,Unsupported,1
10219,MP 02: Naamsestraat 57 Xior,2022-05-04 10:07,Transport road - Passenger car,1
10220,MP 02: Naamsestraat 57 Xior,2022-05-04 10:12,Transport road - Passenger car,1
10221,MP 02: Naamsestraat 57 Xior,2022-05-04 10:42,Transport road - Passenger car,1
10222,MP 02: Naamsestraat 57 Xior,2022-05-04 11:49,Transport road - Passenger car,1
10223,MP 02: Naamsestraat 57 Xior,2022-05-04 11:52,Unsupported,1
10224,MP 02: Naamsestraat 57 Xior,2022-05-04 12:58,Transport road - Passenger car,1
10225,MP 02: Naamsestraat 57 Xior,2022-05-04 13:39,Unsupported,1
10226,MP 02: Naamsestraat 57 Xior,2022-05-04 13:49,Transport road - Passenger car,1
10227,MP 02: Naamsestraat 57 Xior,2022-05-04 14:27,Unsupported,1
10228,MP 02: Naamsestraat 57 Xior,2022-05-04 15:24,Unsupported,1
10229,MP 02: Naamsestraat 57 Xior,2022-05-04 15:33,Transport road - Passenger car,1
10230,MP 02: Naamsestraat 57 Xior,2022-05-04 16:11,Unsupported,1
10231,MP 02: Naamsestraat 57 Xior,2022-05-04 16:58,Unsupported,1
10232,MP 02: Naamsestraat 57 Xior,2022-05-04 22:27,Transport road - Passenger car,1
10233,MP 02: Naamsestraat 57 Xior,2022-05-05 00:43,Unsupported,1
10234,MP 02: Naamsestraat 57 Xior,2022-05-05 03:12,Transport road - Siren,1
10235,MP 02: Naamsestraat 57 Xior,2022-05-05 06:12,Transport road - Passenger car,1
10236,MP 02: Naamsestraat 57 Xior,2022-05-05 08:09,Transport road - Passenger car,1
10237,MP 02: Naamsestraat 57 Xior,2022-05-05 08:59,Unsupported,1
10238,MP 02: Naamsestraat 57 Xior,2022-05-05 10:15,Transport road - Passenger car,1
10239,MP 02: Naamsestraat 57 Xior,2022-05-05 13:03,Transport road - Passenger car,1
10240,MP 02: Naamsestraat 57 Xior,2022-05-05 17:40,Transport road - Siren,1
10241,MP 02: Naamsestraat 57 Xior,2022-05-05 18:32,Transport road - Siren,1
10242,MP 02: Naamsestraat 57 Xior,2022-05-05 19:41,Transport road - Passenger car,1
10243,MP 02: Naamsestraat 57 Xior,2022-05-05 21:14,Transport road - Passenger car,1
10244,MP 02: Naamsestraat 57 Xior,2022-05-05 23:20,Unsupported,1
10245,MP 02: Naamsestraat 57 Xior,2022-05-05 23:21,Transport road - Siren,1
10246,MP 02: Naamsestraat 57 Xior,2022-05-05 23:46,Unsupported,1
10247,MP 02: Naamsestraat 57 Xior,2022-05-06 00:12,Transport road - Passenger car,1
10248,MP 02: Naamsestraat 57 Xior,2022-05-06 00:49,Transport road - Passenger car,1
10249,MP 02: Naamsestraat 57 Xior,2022-05-06 00:58,Human voice - Shouting,1
10250,MP 02: Naamsestraat 57 Xior,2022-05-06 11:39,Transport road - Passenger car,1
10251,MP 02: Naamsestraat 57 Xior,2022-05-06 12:04,Unsupported,1
10252,MP 02: Naamsestraat 57 Xior,2022-05-06 12:16,Transport road - Siren,1
10253,MP 02: Naamsestraat 57 Xior,2022-05-06 12:32,Unsupported,1
10254,MP 02: Naamsestraat 57 Xior,2022-05-06 13:40,Transport road - Passenger car,1
10255,MP 02: Naamsestraat 57 Xior,2022-05-06 18:31,Unsupported,1
10256,MP 02: Naamsestraat 57 Xior,2022-05-06 19:48,Transport road - Passenger car,1
10257,MP 02: Naamsestraat 57 Xior,2022-05-07 06:47,Transport road - Passenger car,1
10258,MP 02: Naamsestraat 57 Xior,2022-05-07 07:02,Unsupported,1
10259,MP 02: Naamsestraat 57 Xior,2022-05-07 07:12,Transport road - Passenger car,1
10260,MP 02: Naamsestraat 57 Xior,2022-05-07 07:12,Unsupported,1
10261,MP 02: Naamsestraat 57 Xior,2022-05-07 07:40,Transport road - Passenger car,1
10262,MP 02: Naamsestraat 57 Xior,2022-05-07 08:31,Transport road - Passenger car,1
10263,MP 02: Naamsestraat 57 Xior,2022-05-07 13:17,Transport road - Siren,1
10264,MP 02: Naamsestraat 57 Xior,2022-05-07 13:22,Transport road - Siren,1
10265,MP 02: Naamsestraat 57 Xior,2022-05-07 13:39,Transport road - Passenger car,1
10266,MP 02: Naamsestraat 57 Xior,2022-05-07 14:25,Unsupported,2
10267,MP 02: Naamsestraat 57 Xior,2022-05-07 14:43,Unsupported,1
10268,MP 02: Naamsestraat 57 Xior,2022-05-07 14:55,Unsupported,1
10269,MP 02: Naamsestraat 57 Xior,2022-05-07 15:44,Transport road - Siren,1
10270,MP 02: Naamsestraat 57 Xior,2022-05-07 16:32,Transport road - Passenger car,1
10271,MP 02: Naamsestraat 57 Xior,2022-05-07 16:33,Unsupported,1
10272,MP 02: Naamsestraat 57 Xior,2022-05-07 16:46,Transport road - Passenger car,1
10273,MP 02: Naamsestraat 57 Xior,2022-05-07 20:04,Transport road - Passenger car,1
10274,MP 02: Naamsestraat 57 Xior,2022-05-08 01:48,Unsupported,2
10275,MP 02: Naamsestraat 57 Xior,2022-05-08 02:40,Nature elements - Wind,1
10276,MP 02: Naamsestraat 57 Xior,2022-05-08 07:24,Unsupported,1
10277,MP 02: Naamsestraat 57 Xior,2022-05-08 07:30,Transport road - Passenger car,1
10278,MP 02: Naamsestraat 57 Xior,2022-05-08 09:52,Transport road - Passenger car,1
10279,MP 02: Naamsestraat 57 Xior,2022-05-08 10:16,Unsupported,1
10280,MP 02: Naamsestraat 57 Xior,2022-05-08 11:34,Transport road - Passenger car,1
